State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
TX,HOUSTON,77083,7134018699,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/29/2009,90,100,100,54,100,98,85,100,100,99,94,42,34,39,35,29,,41,13,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,HOUSTON,77068,2816310900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/23/2009,98,98,98,100,73,100,97,100,98,98,98,63,40,58,51,27,,30,,,,,,,FALSE,FALSE,TRUE,FALSE
TX,RICHMOND,77469,2813421976,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/31/2009,99,97,100,35,97,95,100,98,100,96,77,34,26,30,68,0,,6,10,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
TX,STAFFORD,77477,2814995901,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/11/2009,89,100,100,97,61,62,94,97,100,95,97,39,43,40,32,50,,,,,,,,,TRUE,FALSE,,
TX,SUGAR LAND,77478,2814950045,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/15/2009,97,72,99,100,91,79,95,100,97,95,100,19,11,25,41,0,,0,8,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
TX,DALLAS,75237,2143399466,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/08/2009,85,96,72,67,71,93,95,59,98,95,74,,,,,,,,,,,,,,,,,
TX,RICHMOND,77469,2812322465,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,98,92,100,95,0,0,94,100,100,100,100,80,41,80,12,0,,27,27,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TX,PLANO,75074,9724235606,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/2009,97,98,100,98,98,90,100,100,100,100,98,62,31,51,52,23,,17,,,,,,,FALSE,FALSE,TRUE,TRUE
TX,CARROLLTON,75006,9723462013,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/23/2009,94,95,98,100,81,89,92,100,96,85,91,52,42,55,41,25,,38,15,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,BEDFORD,76021,8175531900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/01/2009,100,96,100,100,100,100,94,100,100,95,100,39,34,71,31,31,,,,,,,,,TRUE,TRUE,,
TX,DALLAS,75247,9723318166,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/14/2009,95,100,100,97,91,95,100,100,100,95,100,,,,,49,,,,,,,,,,,,
TX,DALLAS,75247,2142170131,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/04/2009,87,100,100,99,85,92,100,100,100,100,100,60,75,78,77,61,,77,30,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TX,MESQUITE,75149,9723466502,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/10/2009,91,95,100,98,75,81,100,98,100,98,96,60,63,63,66,41,,49,14,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,KATY,77450,8324370217,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,95,97,100,100,93,95,82,100,100,100,95,76,68,88,83,69,,58,11,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77020,7136787686,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,09/23/2009,92,98,100,98,82,85,95,100,100,100,98,,,,,,,,,,,,,,,,,
TX,EAGLE PASS,78852,8307738681,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,11/06/2009,84,100,100,100,71,16,94,96,98,95,88,,,,,,,,,,,,,,,,,
TX,PLANO,75024,4696339557,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/21/2009,68,100,100,100,100,100,94,100,100,95,92,23,29,29,0,0,,0,8,15,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,CEDAR HILL,75104,2144763770,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/07/2009,93,98,97,98,100,100,94,100,100,100,98,62,41,81,85,58,,39,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,ALICE,78332,3613960902,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/21/2009,81,99,100,100,57,52,100,100,100,100,99,54,48,58,52,48,83,26,10,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,MCALLEN,78501,9566865300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/25/2009,94,100,100,100,97,97,94,100,100,95,100,29,28,27,0,2,,19,,,,,,,TRUE,TRUE,TRUE,FALSE
TX,HARLINGEN,78552,9564283329,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/16/2009,97,89,100,100,86,85,100,100,99,100,100,31,48,29,37,19,,26,6,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,CYPRESS,77429,2816873413,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,100,97,100,100,100,93,94,100,100,48,100,34,28,37,35,21,,42,10,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,HOUSTON,77079,2814970860,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,96,100,100,93,71,48,94,100,100,95,96,,,,,,,,,,,,,,,,,
TX,RICHMOND,77469,8325952900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,95,85,99,100,52,39,100,100,100,100,100,51,17,59,74,40,,63,20,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,SPRING,77388,2819076700,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,09/11/2009,99,97,100,100,97,95,100,100,100,100,100,46,46,55,62,40,100,40,23,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TX,RICHMOND,77407,8325327586,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/17/2009,88,100,90,56,42,25,92,85,100,95,67,,,,,,,,,,,,,,,,,
TX,HOUSTON,77036,8326053943,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/21/2009,98,96,100,99,94,94,92,99,99,98,99,55,37,67,59,56,,47,9,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,FORT WORTH,76123,8174787600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/10/2009,74,94,97,64,76,80,91,95,99,93,79,,,,20,,,,5,22,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
TX,SAN ANGELO,76903,3256556600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/16/2009,95,98,100,97,85,89,94,100,99,98,100,61,50,55,68,57,,47,7,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,CORINTH,76210,9404981524,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/09/2009,88,96,100,100,71,100,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,GRANBURY,76048,8175737830,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/20/2009,96,100,100,95,86,90,97,98,100,99,100,62,51,69,67,63,98,59,17,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,GARLAND,75044,9727578914,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/04/2009,66,90,100,100,87,94,94,100,100,95,94,,,,,,,,,,,,,,,,,
TX,CHANNELVIEW,77530,8322304721,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/19/2009,85,93,100,80,75,71,90,76,91,95,68,35,34,43,,,,,9,11,FALSE,FALSE,FALSE,FALSE,,,,
TX,MCKINNEY,75070,4698546100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/06/2009,79,100,98,100,69,89,96,100,98,100,89,44,25,48,44,49,,39,18,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,GRAND PRAIRIE,75052,9722668511,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/01/2009,94,100,100,100,95,94,100,100,100,96,98,62,61,75,59,78,,,10,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TX,LITTLE ELM,75068,9723313133,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/08/2009,87,93,100,100,71,92,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,MCALLEN,78501,9566640106,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/11/2009,87,49,100,99,61,56,97,99,97,95,99,52,38,43,37,32,,20,7,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,FRIENDSWOOD,77546,2819565660,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/02/2009,81,99,100,99,67,97,99,100,100,98,98,55,59,65,50,6,,21,8,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,GARLAND,75040,2142213343,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/21/2009,88,100,100,100,0,0,94,100,100,95,100,33,0,6,10,0,,3,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,DALLAS,75214,2148412920,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/22/2009,89,76,99,90,92,87,78,99,93,76,92,50,43,60,72,54,,54,6,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,DALLAS,75243,9722227060,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/2009,62,100,100,100,100,100,82,100,100,10,98,57,,67,38,39,,29,,,,,,,TRUE,FALSE,TRUE,FALSE
TX,LAREDO,78041,9567280411,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,09/17/2009,88,98,100,90,58,53,99,100,100,100,99,48,35,55,54,54,,33,11,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,MCALLEN,78501,9566274633,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/28/2009,93,100,100,100,70,49,100,100,100,100,100,48,43,51,48,49,,27,7,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,LAREDO,78041,9567244280,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/03/2009,94,96,100,100,50,42,78,100,100,100,96,48,54,72,39,39,,50,7,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,LAREDO,78041,9567249999,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/12/2009,94,100,88,100,70,78,100,100,100,95,100,,,,,,,,11,5,FALSE,FALSE,FALSE,FALSE,,,,
TX,ALBANY,76430,3257622854,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,11/02/2009,86,93,99,99,41,66,81,100,99,96,100,65,54,71,59,67,,60,6,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,EL PASO,79925,9155990201,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/05/2009,86,98,100,98,96,41,99,100,100,100,100,57,50,55,63,32,,53,14,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,PEARLAND,77581,2817415709,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/03/2009,81,97,100,100,74,87,100,100,100,100,100,30,24,36,31,17,,15,13,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,MESQUITE,75149,9722857286,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/21/2009,73,99,99,99,53,58,100,100,99,98,85,37,27,35,39,36,,38,8,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,THE COLONY,75056,2147837073,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/16/2009,94,99,100,100,71,99,100,100,100,96,100,40,32,53,30,52,,34,8,17,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,DALLAS,75252,4697332088,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/2009,100,97,100,100,79,75,94,100,100,100,100,,,68,92,,,,11,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
TX,TERRELL,75160,9725246913,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/03/2009,82,100,100,100,85,81,94,100,100,100,97,,,,,,,,,,,,,,,,,
TX,HOUSTON,77036,7137775026,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01/15/2010,92,96,100,91,100,99,96,100,100,100,88,56,42,45,41,30,,37,,,,,,,TRUE,FALSE,FALSE,FALSE
TX,HOUSTON,77004,7139861390,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/09/2009,69,87,100,98,49,82,94,100,100,95,100,31,20,56,,,,,8,14,FALSE,FALSE,FALSE,FALSE,,,,
TX,MISSOURI CITY,77489,2814995000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/02/2009,82,88,100,59,40,38,96,100,98,92,60,48,31,36,30,65,,43,17,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,MCKINNEY,75070,2145538862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/16/2009,88,85,100,98,84,90,88,100,98,83,100,28,36,20,11,16,,23,,,,,,,TRUE,TRUE,TRUE,FALSE
TX,ALLEN,75002,9726781410,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/12/2010,83,68,100,98,53,38,96,98,98,95,92,99,40,88,65,50,,43,2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,ALLEN,75002,2145539712,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/28/2009,100,100,100,93,56,71,100,100,100,100,91,87,100,82,100,84,,64,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,TYLER,75701,9035094440,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/01/2009,62,90,99,100,71,100,94,95,98,95,90,,,,,,,,,,,,,,,,,
TX,DALLAS,75227,2143207200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/23/2009,100,96,99,100,71,92,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,MESQUITE,75181,2146319900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/16/2010,92,98,100,100,10,3,94,100,85,2,98,36,44,56,57,43,,43,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,MESQUITE,75150,2144173529,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11/23/2009,88,100,100,100,85,88,94,100,100,100,92,,,,,,,,,,,,,,,,,
TX,LAREDO,78043,9567535800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/11/2009,99,100,100,100,88,93,100,100,100,100,100,33,45,63,49,24,,28,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,LAREDO,78041,9567271900,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,10/05/2009,91,99,99,96,84,38,100,99,100,98,95,42,35,46,58,35,,58,10,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,LAREDO,78041,9567247100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/28/2009,94,96,100,100,36,28,100,100,100,100,96,37,49,48,36,29,,20,13,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,MURPHY,75094,2149189972,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/09/2009,98,100,100,100,86,81,94,100,100,95,93,56,78,50,60,64,,59,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77036,2814475152,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/25/2009,78,94,100,99,72,47,100,99,100,100,100,65,79,82,87,43,,55,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,STAFFORD,77477,8328864421,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/07/2009,99,92,100,100,94,93,100,99,100,100,99,76,66,88,62,40,,72,8,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MCKINNEY,75069,9725482163,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/02/2009,75,96,100,100,71,86,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,VAN ALSTYNE,75495,9034874245,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/21/2009,93,98,100,100,97,96,94,100,100,100,100,29,33,54,59,44,,,,,,,,,FALSE,FALSE,,
TX,DALLAS,75243,9728072541,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/23/2010,97,90,100,97,92,100,100,100,100,100,89,73,48,100,69,66,,70,9,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,EAGLE PASS,78852,8307765602,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/19/2009,99,100,100,100,100,100,100,100,100,100,100,37,35,25,32,13,,24,29,14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
TX,MISSOURI CITY,77459,8325677357,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/28/2010,83,98,100,100,100,78,94,100,100,100,93,50,56,77,65,34,,75,5,31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,LAREDO,78041,9567234702,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/16/2009,96,96,100,97,54,46,94,100,100,80,87,58,46,63,49,47,,33,17,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,EDINBURG,78539,9566303001,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/02/2009,89,99,100,100,52,40,100,100,100,100,100,20,28,26,6,11,,1,14,13,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,SAN DIEGO,78384,3612797722,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/19/2009,88,62,100,96,42,29,97,98,98,95,82,49,44,56,43,19,,,10,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
TX,HOUSTON,77083,2815649959,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,02/19/2010,96,100,92,93,86,67,94,100,98,95,100,,,,,,,,3,24,TRUE,TRUE,FALSE,FALSE,,,,
TX,LAREDO,78041,9565233749,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11/30/2009,93,100,100,100,49,47,97,100,100,95,88,42,35,56,30,53,,51,12,13,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,HOUSTON,77036,7132347233,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/03/2009,100,100,99,98,100,100,100,100,100,100,100,100,98,100,100,87,,100,22,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TX,LEAGUE CITY,77573,7134475915,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,03/15/2010,93,100,100,100,87,68,94,100,100,100,100,,,,,,,,,,,,,,,,,
TX,CONROE,77304,8669991899,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/22/2009,97,99,100,100,79,83,98,100,99,99,100,53,52,57,53,40,68,37,14,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77071,7139816755,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/05/2010,100,100,98,100,100,100,97,100,100,95,97,95,51,98,96,87,,67,20,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77074,8322376600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/2009,68,71,100,100,71,89,76,100,100,78,89,,,,,,,,,,,,,,,,,
TX,ALLEN,75002,4698140426,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/15/2010,100,100,99,100,100,100,94,100,100,95,100,,,,,,,,3,12,FALSE,FALSE,FALSE,FALSE,,,,
TX,DALLAS,75243,2143489700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/17/2010,94,100,100,100,96,100,94,100,100,100,90,,,,,,,,,,,,,,,,,
TX,CEDAR HILL,75104,9722938555,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/02/2010,86,85,100,75,58,32,68,96,85,89,82,,,,,,,,,,,,,,,,,
TX,FARMERS BRANCH,75244,9722263300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/27/2010,79,90,98,91,75,72,91,100,100,95,96,45,32,45,38,36,,30,11,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,DALLAS,75243,2143613551,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/15/2010,91,97,100,97,71,64,100,100,100,100,100,29,25,27,10,6,,24,16,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,LUFKIN,75904,9366324273,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/22/2010,81,95,100,100,83,87,100,100,100,100,98,59,44,79,68,33,90,38,13,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,TYLER,75703,9039390290,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/31/2009,90,90,99,75,71,70,94,100,100,95,90,,,,,,,,,,,,,,,,,
TX,TERRELL,75160,9725511957,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/19/2010,88,100,100,100,100,98,94,100,100,100,96,50,53,50,57,48,,53,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77036,7138007000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/22/2010,39,95,99,100,99,70,88,100,100,98,53,40,32,18,13,30,,30,11,19,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,SUGAR LAND,77478,2813026475,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/29/2009,100,96,100,100,90,91,95,100,100,100,100,43,39,74,50,53,,58,17,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,ROSENBERG,77471,2812362446,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/04/2010,93,96,99,100,100,100,94,100,100,100,100,,,,,,,,,,,,,,,,,
TX,SAN ANTONIO,78221,2108437265,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/03/2010,77,94,96,100,84,77,100,100,100,100,89,38,17,50,71,,,24,4,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,FARMERS BRANCH,75234,9722487848,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,04/20/2010,91,96,99,96,70,73,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,DONNA,78537,9564645898,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/27/2010,98,98,100,100,56,66,100,98,100,95,98,73,75,80,87,76,,72,11,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MCALLEN,78501,9566687730,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/21/2010,81,100,100,95,40,52,100,100,100,100,100,53,38,54,50,29,,25,,,,,,,FALSE,FALSE,TRUE,FALSE
TX,LAREDO,78041,9567245651,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/04/2010,97,99,100,100,83,93,100,100,100,98,97,56,34,56,45,43,,45,9,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,GALVESTON,77550,4097626800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/06/2010,52,100,99,100,71,100,94,100,98,95,100,,,,,,,,,,,,,,,,,
TX,MISSOURI CITY,77459,2814379100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,02/17/2010,100,97,100,92,88,79,100,100,100,95,100,38,20,40,25,14,,38,,,,,,,TRUE,TRUE,FALSE,FALSE
TX,HOUSTON,77074,7134145837,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/02/2010,71,95,100,96,87,40,97,100,100,100,90,48,49,59,52,58,,35,25,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77079,2815583400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/07/2010,100,95,100,54,98,100,100,100,100,95,100,74,62,63,68,0,,44,17,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,FRISCO,75034,9723779883,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/15/2010,80,95,99,87,84,78,95,98,99,90,79,52,54,54,21,48,,32,9,10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
